$APINumber$,$UploadKey$,$fields_changed$,$new_date$,$type_of_diff$
$42013357120000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2020-01-22$,$changes within disclosure$
$42013357870000$,$ -- $,$raw_filename; $,$2020-12-04$,$changes within disclosure$
$42025339950000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42033325210000$,$ -- $,$raw_filename; $,$2020-12-05$,$changes within disclosure$
$42051340610000$,$4c856e4f-189a-4d7f-804a-a3e3057c872d$,$$,$2020-01-13$,$disclosure removed$
$42051341670000$,$ -- $,$JobEndDate; JobStartDate; $,$2019-01-23$,$changes within disclosure$
$42077301340000$,$ -- $,$raw_filename; $,$2020-12-05$,$changes within disclosure$
$42103347270000$,$ -- $,$JobEndDate; JobStartDate; $,$2019-11-25$,$changes within disclosure$
$42103352530000$,$ -- $,$JobStartDate; JobEndDate; $,$2021-08-03$,$changes within disclosure$
$42107318440000$,$c64ac69c-f567-4198-8b08-88342f68b4d7$,$$,$2019-02-25$,$disclosure removed$
$42109330990000$,$7217074c-a002-4ae9-9916-00f7b7c5aa13$,$$,$2018-10-29$,$disclosure removed$
$42109330990000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2018-10-29$,$changes within disclosure$
$42109332220000$,$ -- $,$TotalBaseWaterVolume; WellName; $,$2020-04-20$,$changes within disclosure$
$42109332310000$,$ -- $,$TotalBaseWaterVolume; JobEndDate; JobStartDate; $,$2020-04-20$,$changes within disclosure$
$42109332320000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42109332330000$,$ -- $,$TotalBaseWaterVolume; TVD; $,$2020-04-20$,$changes within disclosure$
$42109332340000$,$ -- $,$TotalBaseWaterVolume; TVD; $,$2020-04-20$,$changes within disclosure$
$42115337480000$,$ -- $,$TotalBaseWaterVolume; JobEndDate; JobStartDate; $,$2019-02-25$,$changes within disclosure$
$42115337510000$,$ -- $,$TotalBaseWaterVolume; JobEndDate; JobStartDate; $,$2019-02-25$,$changes within disclosure$
$42115337900000$,$ -- $,$OperatorName; JobEndDate; Longitude; TVD; JobStartDate; Latitude; $,$2019-11-25$,$changes within disclosure$
$42123324910000$,$ -- $,$WellName; $,$2020-04-20$,$changes within disclosure$
$42123325050000$,$ -- $,$raw_filename; $,$2020-12-05$,$changes within disclosure$
$42123325170000$,$ -- $,$TotalBaseWaterVolume; $,$2020-05-04$,$changes within disclosure$
$42123326310000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42123327860000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42123337440000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42123343980000$,$ -- $,$TotalBaseWaterVolume; TVD; $,$2020-04-20$,$changes within disclosure$
$42123344000000$,$ -- $,$TVD; $,$2020-04-20$,$changes within disclosure$
$42123344040000$,$ -- $,$Latitude; Longitude; $,$2020-04-20$,$changes within disclosure$
$42123345100000$,$0eb76192-913f-4c54-a941-a3e074bfb1e8$,$$,$2018-10-29$,$disclosure removed$
$42123345160000$,$39a10be0-b612-4277-b3c4-076adb98e3f0$,$$,$2018-10-29$,$disclosure removed$
$42123345160000$,$55916e4e-f632-49e2-b8c8-d87ac64fe2a4$,$$,$2018-10-29$,$disclosure removed$
$42123346020000$,$ -- $,$JobEndDate; JobStartDate; $,$2019-04-08$,$changes within disclosure$
$42123346520000$,$ -- $,$TotalBaseWaterVolume; $,$2020-05-04$,$changes within disclosure$
$42123347450000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42123347460000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42123347470000$,$ -- $,$TotalBaseWaterVolume; TVD; $,$2020-04-20$,$changes within disclosure$
$42123347490000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42123347510000$,$ -- $,$TotalBaseWaterVolume; TVD; $,$2020-04-20$,$changes within disclosure$
$42123347530000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42123347590000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42123347610000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42123347860000$,$ -- $,$TotalBaseWaterVolume; $,$2020-09-05$,$changes within disclosure$
$42123347990000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42123348000000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42123348020000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42123348030000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42123348040000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42123348050000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42123348060000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42123348490000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42123348500000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42123348510000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42123348530000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42123348690000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42123348730000$,$ -- $,$TotalBaseWaterVolume; TVD; $,$2020-04-20$,$changes within disclosure$
$42123348760000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42123348770000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42123349620000$,$ -- $,$raw_filename; $,$2020-12-03$,$changes within disclosure$
$42127278740000$,$da8b73ef-4bfe-4ad3-aef7-29156373bb33$,$$,$2019-01-23$,$disclosure removed$
$42127378580000$,$8a5ffaf9-af8a-4d50-82d8-9e99ff274935$,$$,$2018-12-11$,$disclosure removed$
$42127378600000$,$18776b7b-d279-49f6-b539-f66a8e8a3dd0$,$$,$2018-12-11$,$disclosure removed$
$42127378610000$,$4408dda1-9cd4-4cd8-aecf-967196301367$,$$,$2018-12-11$,$disclosure removed$
$42127380590000$,$075dc561-7a2e-4735-b2e8-da19f8d87347$,$$,$2020-02-17$,$disclosure removed$
$42127380760000$,$38aa77b1-0be2-491b-86ae-2a8e3d367220$,$$,$2019-06-17$,$disclosure removed$
$42127382030000$,$ -- $,$raw_filename; $,$2020-12-05$,$changes within disclosure$
$42127382060000$,$ -- $,$raw_filename; $,$2020-12-05$,$changes within disclosure$
$42135434190000$,$ -- $,$WellName; JobEndDate; JobStartDate; $,$2019-11-25$,$changes within disclosure$
$42135434200000$,$ -- $,$WellName; JobEndDate; JobStartDate; $,$2019-11-25$,$changes within disclosure$
$42135434210000$,$ -- $,$WellName; $,$2019-11-25$,$changes within disclosure$
$42135434580000$,$ -- $,$WellName; $,$2019-11-25$,$changes within disclosure$
$42135434590000$,$ -- $,$WellName; $,$2019-11-25$,$changes within disclosure$
$42149334640000$,$ -- $,$JobEndDate; JobStartDate; $,$2020-03-16$,$changes within disclosure$
$42165386420000$,$ -- $,$JobEndDate; JobStartDate; $,$2019-09-09$,$changes within disclosure$
$42173381200000$,$ -- $,$raw_filename; $,$2020-12-03$,$changes within disclosure$
$42173384110000$,$ -- $,$PercentHFJob; IndianWell; Supplier; TVD; JobEndDate; PercentHighAdditive; TotalBaseNonWaterVolume; Longitude; IngredientName; MassIngredient; CountyName; APINumber; JobStartDate; TradeName; Latitude; CASNumber; TotalBaseWaterVolume; UploadKey; Purpose; WellName; FederalWell; StateNumber; CountyNumber; OperatorName; StateName; $,$2021-11-19$,$changes within disclosure$
$42173384120000$,$ -- $,$PercentHFJob; IndianWell; Supplier; TVD; JobEndDate; PercentHighAdditive; TotalBaseNonWaterVolume; Longitude; IngredientName; MassIngredient; CountyName; APINumber; JobStartDate; TradeName; Latitude; CASNumber; TotalBaseWaterVolume; UploadKey; Purpose; WellName; FederalWell; StateNumber; CountyNumber; OperatorName; StateName; $,$2021-11-19$,$changes within disclosure$
$42177341930000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2020-03-16$,$changes within disclosure$
$42177343210000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2020-08-07$,$changes within disclosure$
$42191316040000$,$4ac3b54f-5e27-47d3-9060-f7d5cb32bd15$,$$,$2020-07-24$,$disclosure removed$
$42195319200000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2019-01-23$,$changes within disclosure$
$42195319300000$,$ -- $,$JobEndDate; JobStartDate; $,$2018-10-29$,$changes within disclosure$
$42195319300000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2019-01-23$,$changes within disclosure$
$42195319300000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2019-04-01$,$changes within disclosure$
$42195319450000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2019-01-23$,$changes within disclosure$
$42195319520000$,$ -- $,$raw_filename; $,$2020-12-05$,$changes within disclosure$
$42205304000000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2019-01-23$,$changes within disclosure$
$42205304010000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2019-01-23$,$changes within disclosure$
$42211355700000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2019-04-01$,$changes within disclosure$
$42211355710000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2019-04-01$,$changes within disclosure$
$42211355720000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2019-01-23$,$changes within disclosure$
$42211355730000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2019-03-18$,$changes within disclosure$
$42211355740000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2019-03-25$,$changes within disclosure$
$42211355750000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2019-03-18$,$changes within disclosure$
$42211355760000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2019-03-25$,$changes within disclosure$
$42211355790000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2019-03-18$,$changes within disclosure$
$42211355800000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2019-03-25$,$changes within disclosure$
$42211355820000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2018-10-29$,$changes within disclosure$
$42211355820000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2019-01-23$,$changes within disclosure$
$42211355820000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2019-03-18$,$changes within disclosure$
$42211355830000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2019-04-01$,$changes within disclosure$
$42211355840000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2019-01-23$,$changes within disclosure$
$42211355850000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2018-12-11$,$changes within disclosure$
$42211355850000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2019-03-11$,$changes within disclosure$
$42211355850000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2019-04-01$,$changes within disclosure$
$42211355930000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2019-01-23$,$changes within disclosure$
$42211356240000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2019-01-23$,$changes within disclosure$
$42227356000000$,$ -- $,$JobStartDate; JobEndDate; $,$2021-09-21$,$changes within disclosure$
$42227392490000$,$fe5182af-969d-44fb-b695-04aeb69be2d1$,$$,$2019-01-23$,$disclosure removed$
$42227393690000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2018-12-11$,$changes within disclosure$
$42227401100000$,$95400cc8-6e43-423a-970f-0b6e2247edf3$,$$,$2019-11-25$,$disclosure removed$
$42227401190000$,$864987a9-f252-453d-9654-8ccfe7a49049$,$$,$2020-02-17$,$disclosure removed$
$42227401630000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2020-03-16$,$changes within disclosure$
$42227404830000$,$ -- $,$TotalBaseWaterVolume; Latitude; JobStartDate; JobEndDate; Longitude; $,$2020-12-16$,$changes within disclosure$
$42235363870000$,$ -- $,$Latitude; Longitude; $,$2020-06-26$,$changes within disclosure$
$42255265680000$,$a5d4d9a3-c294-422c-b5e3-3baf9e1d8c84$,$$,$2020-10-28$,$disclosure removed$
$42255317190000$,$ -- $,$TotalBaseWaterVolume; TVD; $,$2020-04-20$,$changes within disclosure$
$42255318950000$,$ -- $,$TotalBaseWaterVolume; TVD; $,$2020-04-20$,$changes within disclosure$
$42255327820000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42255338610000$,$ -- $,$TotalBaseWaterVolume; TVD; JobEndDate; JobStartDate; $,$2020-04-20$,$changes within disclosure$
$42255348800000$,$7f3003fc-0ca0-4528-82bd-885385121678$,$$,$2018-12-11$,$disclosure removed$
$42255351400000$,$2e71af48-2846-4eb8-bce6-e54b1e86d0b0$,$$,$2018-12-11$,$disclosure removed$
$42255351790000$,$849bb72c-1c02-49ff-9e7f-62399b0ffec3$,$$,$2018-12-11$,$disclosure removed$
$42255354120000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42255354130000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42255354140000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42255357810000$,$4f180725-c485-4614-a595-e2aff33754d2$,$$,$2019-04-05$,$disclosure removed$
$42255358080000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42255358090000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42255358100000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42255358110000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42255358120000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42255358700000$,$ed8ea317-4d05-4681-beaa-eb2cae1a054e$,$$,$2019-04-05$,$disclosure removed$
$42255359370000$,$c625659e-bf70-4eff-bb15-4f563995891f$,$$,$2019-03-25$,$disclosure removed$
$42255361040000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42255361620000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42255361630000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-27$,$changes within disclosure$
$42255361640000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42255361850000$,$99d042e2-8f99-4609-860e-6a225765fa1f$,$$,$2020-05-25$,$disclosure removed$
$42255363020000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42255363040000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42255363050000$,$ -- $,$TotalBaseWaterVolume; $,$2020-04-20$,$changes within disclosure$
$42255363200000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2020-01-22$,$changes within disclosure$
$42255363230000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2020-01-22$,$changes within disclosure$
$42255363240000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2020-01-22$,$changes within disclosure$
$42255363630000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2020-01-22$,$changes within disclosure$
$42255363640000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2020-01-22$,$changes within disclosure$
$42255363650000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2020-01-22$,$changes within disclosure$
$42255363660000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2020-01-22$,$changes within disclosure$
$42255364000000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2019-11-25$,$changes within disclosure$
$42255364020000$,$ -- $,$APINumber; UploadKey; PercentHighAdditive; MassIngredient; Latitude; OperatorName; TradeName; WellName; CASNumber; Purpose; CountyName; TotalBaseWaterVolume; StateNumber; JobEndDate; TVD; IngredientName; StateName; JobStartDate; TotalBaseNonWaterVolume; PercentHFJob; Longitude; CountyNumber; FederalWell; Supplier; IndianWell; $,$2019-11-25$,$changes within disclosure$
